,Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM25,CO,PM10,NO2,AQI category,city,state
698,12/08/2023,48,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,29,48,5,46.0,27.0,Good,Chicago,IL
699,12/09/2023,33,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,27,33,5,14.0,15.0,Good,Chicago,IL
700,12/10/2023,30,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,27,30,3,8.0,17.0,Good,Chicago,IL
701,12/11/2023,56,PM2.5,VILLAGE HALL,17-031-1016,AQS,26,56,3,23.0,26.0,Moderate,Chicago,IL
702,12/12/2023,39,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,25,39,3,19.0,31.0,Good,Chicago,IL
703,12/13/2023,72,PM10,Portage- Hwy 12,18-127-0023,AirNow,26,38,5,72.0,36.0,Moderate,Chicago,IL
704,12/14/2023,58,PM2.5,VILLAGE HALL,17-031-1016,AQS,24,58,7,53.0,43.0,Moderate,Chicago,IL
705,12/15/2023,64,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,24,64,7,59.0,41.0,Moderate,Chicago,IL
706,12/16/2023,51,PM2.5,East Chicago-Marina,18-089-0034,AQS,20,51,5,20.0,32.0,Moderate,Chicago,IL
707,12/17/2023,45,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,23,45,5,17.0,19.0,Good,Chicago,IL
708,12/18/2023,55,PM10,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,18-089-0022,AQS,32,40,3,55.0,19.0,Moderate,Chicago,IL
709,12/19/2023,125,PM2.5,Ogden Dunes- Water Treatment Plant,18-127-0024,AQS,20,125,5,21.0,33.0,Unhealthy for Sensitive Groups,Chicago,IL
710,12/20/2023,48,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,19,48,6,25.0,35.0,Good,Chicago,IL
711,12/21/2023,65,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,13,65,6,33.0,36.0,Moderate,Chicago,IL
712,12/22/2023,72,PM2.5,East Chicago-Marina,18-089-0034,AQS,18,72,5,26.0,25.0,Moderate,Chicago,IL
713,12/23/2023,67,PM2.5,IEPA TRAILER,17-031-3103,AQS,15,67,7,27.0,24.0,Moderate,Chicago,IL
714,12/24/2023,63,PM2.5,NORTHBROOK WATER PLANT,17-031-4201,AQS,22,63,6,21.0,18.0,Moderate,Chicago,IL
715,12/25/2023,39,PM2.5,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,31,39,5,14.0,22.0,Good,Chicago,IL
716,12/26/2023,32,NO2,COM ED MAINTENANCE BLDG,17-031-0076,AQS,17,26,7,12.0,32.0,Good,Chicago,IL
717,12/27/2023,43,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,32,43,9,19.0,41.0,Good,Chicago,IL
718,12/28/2023,30,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,23,30,3,9.0,21.0,Good,Chicago,IL
719,12/29/2023,28,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,24,28,5,9.0,25.0,Good,Chicago,IL
720,12/30/2023,56,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,17,56,5,18.0,25.0,Moderate,Chicago,IL
721,12/31/2023,40,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,22,40,5,10.0,17.0,Good,Chicago,IL
722,01/01/2023,165,PM2.5,HOMESTEAD FIRE STATION,12-086-6001,AQS,32,165,10,37.0,25.0,Unhealthy,Miami,FL
723,01/02/2023,39,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,28,39,9,17.0,27.0,Good,Miami,FL
724,01/03/2023,40,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,27,40,7,19.0,33.0,Good,Miami,FL
725,01/04/2023,46,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,26,46,7,20.0,38.0,Good,Miami,FL
726,01/05/2023,39,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,32,39,7,16.0,36.0,Good,Miami,FL
727,01/06/2023,45,Ozone,Daniela Banu NCORE,12-011-0034,AQS,45,34,6,22.0,37.0,Good,Miami,FL
728,01/07/2023,46,Ozone,Vista View Park,12-011-0033,AQS,46,29,6,13.0,42.0,Good,Miami,FL
729,01/08/2023,48,NO2,Perimeter Road,12-086-0035,AQS,45,36,13,12.0,48.0,Good,Miami,FL
730,01/09/2023,62,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,46,62,16,25.0,45.0,Moderate,Miami,FL
731,01/10/2023,54,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,44,54,8,21.0,38.0,Moderate,Miami,FL
732,01/11/2023,67,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,54,67,9,26.0,54.0,Moderate,Miami,FL
733,01/12/2023,61,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,49,61,9,23.0,58.0,Moderate,Miami,FL
734,01/13/2023,54,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,39,54,8,26.0,40.0,Moderate,Miami,FL
735,01/14/2023,36,Ozone,Daniela Banu NCORE,12-011-0034,AQS,36,34,2,16.0,25.0,Good,Miami,FL
736,01/15/2023,54,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,42,54,5,19.0,42.0,Moderate,Miami,FL
737,01/16/2023,74,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,51,74,20,21.0,56.0,Moderate,Miami,FL
738,01/17/2023,67,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,47,67,27,25.0,65.0,Moderate,Miami,FL
739,01/18/2023,62,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,43,62,15,24.0,62.0,Moderate,Miami,FL
740,01/19/2023,45,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,42,45,7,19.0,37.0,Good,Miami,FL
741,01/20/2023,72,PM2.5,Belle Glade,12-099-0008,AQS,37,72,9,21.0,36.0,Moderate,Miami,FL
742,01/21/2023,55,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,35,55,10,18.0,38.0,Moderate,Miami,FL
743,01/22/2023,52,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,33,52,8,22.0,23.0,Moderate,Miami,FL
744,01/23/2023,58,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,37,58,5,23.0,25.0,Moderate,Miami,FL
745,01/24/2023,49,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,37,49,3,26.0,26.0,Good,Miami,FL
746,01/25/2023,52,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,31,52,6,27.0,25.0,Moderate,Miami,FL
747,01/26/2023,53,PM2.5,Coconut Creek,12-011-5005,AQS,36,53,3,23.0,24.0,Moderate,Miami,FL
748,01/27/2023,48,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,38,48,5,21.0,27.0,Good,Miami,FL
749,01/28/2023,39,Ozone,Lantana Preserve,12-099-0021,AQS,39,38,6,18.0,15.0,Good,Miami,FL
750,01/29/2023,38,PM2.5,Coconut Creek,12-011-5005,AQS,38,38,5,19.0,25.0,Good,Miami,FL
751,01/30/2023,40,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,31,40,7,19.0,26.0,Good,Miami,FL
752,01/31/2023,53,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,37,53,7,23.0,38.0,Moderate,Miami,FL
753,02/01/2023,46,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,32,46,8,21.0,30.0,Good,Miami,FL
754,02/02/2023,55,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,34,55,9,20.0,29.0,Moderate,Miami,FL
755,02/03/2023,45,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,36,45,6,19.0,24.0,Good,Miami,FL
756,02/04/2023,47,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,39,47,3,20.0,29.0,Good,Miami,FL
757,02/05/2023,37,Ozone,Lantana Preserve,12-099-0021,AQS,37,34,5,13.0,37.0,Good,Miami,FL
758,02/06/2023,41,Ozone,Lantana Preserve,12-099-0021,AQS,41,39,6,19.0,32.0,Good,Miami,FL
759,02/07/2023,45,Ozone,Daniela Banu NCORE,12-011-0034,AQS,45,41,7,21.0,22.0,Good,Miami,FL
760,02/08/2023,45,Ozone,Rosenstiel,12-086-0027,AQS,45,43,7,29.0,42.0,Good,Miami,FL
761,02/09/2023,48,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,37,48,6,31.0,28.0,Good,Miami,FL
762,02/10/2023,46,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,37,46,7,26.0,35.0,Good,Miami,FL
763,02/11/2023,45,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,30,45,7,22.0,25.0,Good,Miami,FL
764,02/12/2023,47,NO2,Dr. Von Mizell-Eula Johnson State Park (prev. John U Lloyd State Park),12-011-8002,AQS,44,43,5,22.0,47.0,Good,Miami,FL
765,02/13/2023,62,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,48,62,7,21.0,51.0,Moderate,Miami,FL
766,02/14/2023,55,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,46,55,8,20.0,39.0,Moderate,Miami,FL
767,02/15/2023,43,PM2.5,Coconut Creek,12-011-5005,AQS,42,43,6,31.0,38.0,Good,Miami,FL
768,02/16/2023,52,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,37,52,6,35.0,30.0,Moderate,Miami,FL
769,02/17/2023,62,PM2.5,KENDALL,12-086-0034,AQS,31,62,10,24.0,32.0,Moderate,Miami,FL
770,02/18/2023,58,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,34,58,10,26.0,27.0,Moderate,Miami,FL
771,02/19/2023,54,PM2.5,KENDALL,12-086-0034,AQS,35,54,7,22.0,21.0,Moderate,Miami,FL
772,02/20/2023,58,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,42,58,6,25.0,37.0,Moderate,Miami,FL
773,02/21/2023,52,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,36,52,7,23.0,30.0,Moderate,Miami,FL
774,02/22/2023,52,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,35,52,9,24.0,36.0,Moderate,Miami,FL
775,02/23/2023,52,PM2.5,Coconut Creek,12-011-5005,AQS,34,52,8,27.0,32.0,Moderate,Miami,FL
776,02/24/2023,59,PM2.5,Coconut Creek,12-011-5005,AQS,39,59,8,24.0,33.0,Moderate,Miami,FL
777,02/25/2023,54,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,33,54,10,19.0,31.0,Moderate,Miami,FL
778,02/26/2023,72,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,54,72,8,29.0,29.0,Moderate,Miami,FL
779,02/27/2023,68,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,44,68,6,28.0,35.0,Moderate,Miami,FL
780,02/28/2023,70,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,44,70,5,26.0,30.0,Moderate,Miami,FL
781,03/01/2023,89,PM2.5,Coconut Creek,12-011-5005,AQS,67,89,8,40.0,37.0,Moderate,Miami,FL
782,03/02/2023,55,PM2.5,Coconut Creek,12-011-5005,AQS,33,55,7,27.0,36.0,Moderate,Miami,FL
783,03/03/2023,87,PM2.5,Coconut Creek,12-011-5005,AQS,42,87,7,55.0,30.0,Moderate,Miami,FL
784,03/04/2023,78,PM2.5,Coconut Creek,12-011-5005,AQS,37,78,8,35.0,28.0,Moderate,Miami,FL
785,03/05/2023,57,PM2.5,Coconut Creek,12-011-5005,AQS,43,57,7,25.0,31.0,Moderate,Miami,FL
786,03/06/2023,67,PM2.5,Coconut Creek,12-011-5005,AQS,45,67,8,32.0,42.0,Moderate,Miami,FL
787,03/07/2023,67,Ozone,Rosenstiel,12-086-0027,AQS,67,61,8,31.0,30.0,Moderate,Miami,FL
788,03/08/2023,76,PM2.5,Coconut Creek,12-011-5005,AQS,64,76,7,37.0,25.0,Moderate,Miami,FL
789,03/09/2023,53,PM2.5,Coconut Creek,12-011-5005,AQS,51,53,6,27.0,25.0,Moderate,Miami,FL
790,03/10/2023,58,Ozone,Lamstein Lane,12-099-0022,AQS,58,44,6,29.0,45.0,Moderate,Miami,FL
791,03/11/2023,63,PM2.5,Coconut Creek,12-011-5005,AQS,40,63,6,28.0,33.0,Moderate,Miami,FL
792,03/12/2023,65,PM2.5,Coconut Creek,12-011-5005,AQS,44,65,7,31.0,45.0,Moderate,Miami,FL
793,03/13/2023,88,PM2.5,Coconut Creek,12-011-5005,AQS,38,88,6,50.0,31.0,Moderate,Miami,FL
794,03/14/2023,54,PM2.5,Coconut Creek,12-011-5005,AQS,47,54,6,26.0,21.0,Moderate,Miami,FL
795,03/15/2023,48,Ozone,Rosenstiel,12-086-0027,AQS,48,42,6,23.0,38.0,Good,Miami,FL
796,03/16/2023,46,Ozone,Daniela Banu NCORE,12-011-0034,AQS,46,29,6,19.0,40.0,Good,Miami,FL
797,03/17/2023,50,NO2,PENNSUCO,12-086-0019,AQS,45,35,7,26.0,50.0,Good,Miami,FL
798,03/18/2023,63,PM2.5,Coconut Creek,12-011-5005,AQS,46,63,8,31.0,39.0,Moderate,Miami,FL
799,03/19/2023,60,PM2.5,Coconut Creek,12-011-5005,AQS,43,60,6,27.0,35.0,Moderate,Miami,FL
800,03/20/2023,47,Ozone,Daniela Banu NCORE,12-011-0034,AQS,47,37,5,17.0,23.0,Good,Miami,FL
801,03/21/2023,49,Ozone,Daniela Banu NCORE,12-011-0034,AQS,49,39,6,20.0,30.0,Good,Miami,FL
802,03/22/2023,45,Ozone,Daniela Banu NCORE,12-011-0034,AQS,45,35,6,23.0,44.0,Good,Miami,FL
803,03/23/2023,45,Ozone,Daniela Banu NCORE,12-011-0034,AQS,45,36,6,23.0,35.0,Good,Miami,FL
804,03/24/2023,43,PM2.5,Coconut Creek,12-011-5005,AQS,38,43,7,30.0,33.0,Good,Miami,FL
805,03/25/2023,37,PM2.5,Coconut Creek,12-011-5005,AQS,33,37,7,19.0,21.0,Good,Miami,FL
806,03/26/2023,33,PM2.5,Coconut Creek,12-011-5005,AQS,31,33,7,16.0,13.0,Good,Miami,FL
807,03/27/2023,51,PM2.5,Coconut Creek,12-011-5005,AQS,38,51,7,28.0,29.0,Moderate,Miami,FL
808,03/28/2023,55,PM2.5,Coconut Creek,12-011-5005,AQS,37,55,7,24.0,33.0,Moderate,Miami,FL
809,03/29/2023,61,PM2.5,Coconut Creek,12-011-5005,AQS,50,61,7,26.0,28.0,Moderate,Miami,FL
810,03/30/2023,58,Ozone,Lamstein Lane,12-099-0022,AQS,58,51,7,22.0,36.0,Moderate,Miami,FL
811,03/31/2023,50,Ozone,Rosenstiel,12-086-0027,AQS,50,41,6,26.0,30.0,Good,Miami,FL
812,04/01/2023,52,PM2.5,Coconut Creek,12-011-5005,AQS,35,52,6,26.0,37.0,Moderate,Miami,FL
813,04/02/2023,52,PM2.5,Coconut Creek,12-011-5005,AQS,33,52,7,20.0,20.0,Moderate,Miami,FL
814,04/03/2023,49,PM2.5,Coconut Creek,12-011-5005,AQS,34,49,7,22.0,30.0,Good,Miami,FL
815,04/04/2023,42,PM2.5,Coconut Creek,12-011-5005,AQS,30,42,7,21.0,23.0,Good,Miami,FL
816,04/05/2023,39,PM2.5,Coconut Creek,12-011-5005,AQS,25,39,6,25.0,25.0,Good,Miami,FL
817,04/06/2023,41,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,23,41,6,23.0,23.0,Good,Miami,FL
818,04/07/2023,42,PM2.5,Coconut Creek,12-011-5005,AQS,33,42,6,21.0,16.0,Good,Miami,FL
819,04/08/2023,44,PM2.5,Coconut Creek,12-011-5005,AQS,32,44,6,21.0,24.0,Good,Miami,FL
820,04/09/2023,43,PM2.5,Coconut Creek,12-011-5005,AQS,35,43,6,18.0,30.0,Good,Miami,FL
821,04/10/2023,42,Ozone,Lantana Preserve,12-099-0021,AQS,42,33,5,18.0,25.0,Good,Miami,FL
822,04/11/2023,48,PM2.5,Coconut Creek,12-011-5005,AQS,43,48,3,26.0,15.0,Good,Miami,FL
823,04/12/2023,44,PM2.5,Pompano Highlands,12-011-2003,AQS,41,44,6,22.0,25.0,Good,Miami,FL
824,04/13/2023,50,PM2.5,Coconut Creek,12-011-5005,AQS,36,50,7,20.0,31.0,Good,Miami,FL
825,04/14/2023,55,PM2.5,Coconut Creek,12-011-5005,AQS,34,55,9,22.0,30.0,Moderate,Miami,FL
826,04/15/2023,53,PM2.5,Coconut Creek,12-011-5005,AQS,32,53,8,21.0,27.0,Moderate,Miami,FL
827,04/16/2023,38,PM2.5,Coconut Creek,12-011-5005,AQS,28,38,7,17.0,26.0,Good,Miami,FL
828,04/17/2023,44,NO2,PENNSUCO,12-086-0019,AQS,36,29,7,14.0,44.0,Good,Miami,FL
829,04/18/2023,67,Ozone,Rosenstiel,12-086-0027,AQS,67,42,6,23.0,48.0,Moderate,Miami,FL
830,04/19/2023,64,Ozone,Rosenstiel,12-086-0027,AQS,64,43,6,23.0,42.0,Moderate,Miami,FL
831,04/20/2023,49,Ozone,Rosenstiel,12-086-0027,AQS,49,45,6,25.0,42.0,Good,Miami,FL
832,04/21/2023,44,PM2.5,Coconut Creek,12-011-5005,AQS,39,44,7,21.0,34.0,Good,Miami,FL
833,04/22/2023,49,Ozone,Pompano Highlands,12-011-2003,AQS,49,44,7,19.0,36.0,Good,Miami,FL
834,04/23/2023,54,PM2.5,Coconut Creek,12-011-5005,AQS,44,54,7,20.0,26.0,Moderate,Miami,FL
835,04/24/2023,40,PM2.5,Coconut Creek,12-011-5005,AQS,40,40,7,20.0,34.0,Good,Miami,FL
836,04/25/2023,41,Ozone,Daniela Banu NCORE,12-011-0034,AQS,41,33,6,19.0,37.0,Good,Miami,FL
837,04/26/2023,44,Ozone,Lamstein Lane,12-099-0022,AQS,44,38,8,18.0,37.0,Good,Miami,FL
838,04/27/2023,39,PM2.5,Coconut Creek,12-011-5005,AQS,31,39,8,21.0,38.0,Good,Miami,FL
839,04/28/2023,55,PM2.5,Coconut Creek,12-011-5005,AQS,34,55,7,27.0,32.0,Moderate,Miami,FL
840,04/29/2023,60,PM2.5,Coconut Creek,12-011-5005,AQS,29,60,7,27.0,20.0,Moderate,Miami,FL
841,04/30/2023,50,PM2.5,Coconut Creek,12-011-5005,AQS,47,50,6,23.0,18.0,Good,Miami,FL
842,05/01/2023,87,Ozone,Rosenstiel,12-086-0027,AQS,87,57,6,28.0,32.0,Moderate,Miami,FL
843,05/02/2023,60,PM2.5,Coconut Creek,12-011-5005,AQS,47,60,6,28.0,38.0,Moderate,Miami,FL
844,05/03/2023,56,PM2.5,Daniela Banu NCORE,12-011-0034,AQS,48,56,5,25.0,32.0,Moderate,Miami,FL
845,05/04/2023,154,Ozone,Perdue,12-086-0029,AQS,154,65,8,33.0,41.0,Unhealthy,Miami,FL
846,05/05/2023,97,Ozone,Rosenstiel,12-086-0027,AQS,97,57,9,29.0,63.0,Moderate,Miami,FL
847,05/06/2023,52,PM2.5,Coconut Creek,12-011-5005,AQS,51,52,8,26.0,34.0,Moderate,Miami,FL
848,05/07/2023,48,Ozone,Rosenstiel,12-086-0027,AQS,48,39,6,20.0,10.0,Good,Miami,FL
849,05/08/2023,49,Ozone,Vista View Park,12-011-0033,AQS,49,35,7,19.0,42.0,Good,Miami,FL
850,05/09/2023,48,Ozone,Lamstein Lane,12-099-0022,AQS,48,38,7,19.0,37.0,Good,Miami,FL
851,05/10/2023,54,Ozone,Daniela Banu NCORE,12-011-0034,AQS,54,52,7,23.0,34.0,Moderate,Miami,FL
852,05/11/2023,55,PM2.5,Coconut Creek,12-011-5005,AQS,38,55,8,25.0,30.0,Moderate,Miami,FL
853,05/12/2023,53,PM2.5,Coconut Creek,12-011-5005,AQS,42,53,7,27.0,25.0,Moderate,Miami,FL
854,05/13/2023,59,PM2.5,Coconut Creek,12-011-5005,AQS,48,59,10,29.0,17.0,Moderate,Miami,FL
855,05/14/2023,65,PM2.5,Coconut Creek,12-011-5005,AQS,46,65,7,31.0,27.0,Moderate,Miami,FL
856,05/15/2023,45,PM2.5,Coconut Creek,12-011-5005,AQS,38,45,8,21.0,26.0,Good,Miami,FL
857,05/16/2023,84,Ozone,Rosenstiel,12-086-0027,AQS,84,51,9,23.0,31.0,Moderate,Miami,FL
858,05/17/2023,51,PM2.5,Coconut Creek,12-011-5005,AQS,46,51,8,22.0,25.0,Moderate,Miami,FL
859,05/18/2023,54,PM2.5,Coconut Creek,12-011-5005,AQS,41,54,9,23.0,34.0,Moderate,Miami,FL
860,05/19/2023,53,PM2.5,Coconut Creek,12-011-5005,AQS,36,53,9,21.0,26.0,Moderate,Miami,FL
861,05/20/2023,34,Ozone,Rosenstiel,12-086-0027,AQS,34,30,9,15.0,28.0,Good,Miami,FL
862,05/21/2023,35,Ozone,Rosenstiel,12-086-0027,AQS,35,33,8,13.0,21.0,Good,Miami,FL
863,05/22/2023,36,Ozone,Vista View Park,12-011-0033,AQS,36,33,7,17.0,26.0,Good,Miami,FL
864,05/23/2023,36,Ozone,Rosenstiel,12-086-0027,AQS,36,35,9,19.0,24.0,Good,Miami,FL
865,05/24/2023,43,NO2,Perimeter Road,12-086-0035,AQS,40,29,9,14.0,43.0,Good,Miami,FL
866,05/25/2023,41,Ozone,Rosenstiel,12-086-0027,AQS,41,36,8,19.0,39.0,Good,Miami,FL
867,05/26/2023,43,NO2,PENNSUCO,12-086-0019,AQS,39,33,9,21.0,43.0,Good,Miami,FL
868,05/27/2023,44,Ozone,Perdue,12-086-0029,AQS,44,36,10,18.0,25.0,Good,Miami,FL
869,05/28/2023,46,Ozone,Pompano Highlands,12-011-2003,AQS,46,35,10,11.0,22.0,Good,Miami,FL
870,05/29/2023,58,Ozone,Rosenstiel,12-086-0027,AQS,58,42,7,17.0,18.0,Moderate,Miami,FL
871,05/30/2023,47,Ozone,Rosenstiel,12-086-0027,AQS,47,46,8,35.0,29.0,Good,Miami,FL
872,05/31/2023,34,Ozone,Vista View Park,12-011-0033,AQS,34,33,8,20.0,34.0,Good,Miami,FL
873,06/01/2023,45,Ozone,Dr. Von Mizell-Eula Johnson State Park (prev. John U Lloyd State Park),12-011-8002,AQS,45,40,8,23.0,36.0,Good,Miami,FL
874,06/02/2023,51,Ozone,Rosenstiel,12-086-0027,AQS,51,41,8,28.0,36.0,Moderate,Miami,FL
875,06/03/2023,49,Ozone,Rosenstiel,12-086-0027,AQS,49,42,10,22.0,37.0,Good,Miami,FL
876,06/04/2023,41,Ozone,Vista View Park,12-011-0033,AQS,41,26,9,13.0,22.0,Good,Miami,FL
877,06/05/2023,41,Ozone,Perdue,12-086-0029,AQS,41,31,6,22.0,24.0,Good,Miami,FL
878,06/06/2023,54,PM2.5,Belle Glade,12-099-0008,AQS,44,54,8,21.0,30.0,Moderate,Miami,FL
879,06/07/2023,46,PM2.5,KENDALL,12-086-0034,AQS,39,46,8,17.0,37.0,Good,Miami,FL
880,06/08/2023,48,PM2.5,KENDALL,12-086-0034,AQS,38,48,8,16.0,27.0,Good,Miami,FL
881,06/09/2023,45,PM2.5,KENDALL,12-086-0034,AQS,39,45,11,15.0,33.0,Good,Miami,FL
882,06/10/2023,46,Ozone,Lantana Preserve,12-099-0021,AQS,46,36,11,13.0,25.0,Good,Miami,FL
883,06/11/2023,43,PM2.5,KENDALL,12-086-0034,AQS,37,43,8,12.0,20.0,Good,Miami,FL
884,06/12/2023,37,PM2.5,KENDALL,12-086-0034,AQS,33,37,6,14.0,32.0,Good,Miami,FL
885,06/13/2023,38,PM2.5,KENDALL,12-086-0034,AQS,37,38,7,15.0,30.0,Good,Miami,FL
886,06/14/2023,44,PM2.5,KENDALL,12-086-0034,AQS,31,44,9,17.0,23.0,Good,Miami,FL
887,06/15/2023,52,PM2.5,KENDALL,12-086-0034,AQS,36,52,9,23.0,23.0,Moderate,Miami,FL
888,06/16/2023,52,PM2.5,KENDALL,12-086-0034,AQS,25,52,7,19.0,23.0,Moderate,Miami,FL
889,06/17/2023,46,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,28,46,6,18.0,21.0,Good,Miami,FL
890,06/18/2023,46,PM2.5,KENDALL,12-086-0034,AQS,35,46,7,17.0,29.0,Good,Miami,FL
891,06/19/2023,48,PM2.5,KENDALL,12-086-0034,AQS,33,48,6,19.0,30.0,Good,Miami,FL
892,06/20/2023,48,PM2.5,KENDALL,12-086-0034,AQS,37,48,9,21.0,41.0,Good,Miami,FL
893,06/21/2023,41,NO2,PENNSUCO,12-086-0019,AQS,33,38,9,18.0,41.0,Good,Miami,FL
894,06/22/2023,38,PM2.5,KENDALL,12-086-0034,AQS,30,38,9,19.0,28.0,Good,Miami,FL
895,06/23/2023,47,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,24,47,10,32.0,24.0,Good,Miami,FL
896,06/24/2023,56,PM2.5,Miami Fire Station,12-086-1016,AQS,20,56,10,40.0,32.0,Moderate,Miami,FL
897,06/25/2023,41,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,26,41,9,19.0,32.0,Good,Miami,FL
898,06/26/2023,38,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,28,38,11,19.0,26.0,Good,Miami,FL
899,06/27/2023,36,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,36,36,9,17.0,25.0,Good,Miami,FL
900,06/28/2023,64,Ozone,Rosenstiel,12-086-0027,AQS,64,38,8,20.0,29.0,Moderate,Miami,FL
901,06/29/2023,49,Ozone,Lantana Preserve,12-099-0021,AQS,49,41,9,19.0,32.0,Good,Miami,FL
902,06/30/2023,44,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,42,44,10,19.0,37.0,Good,Miami,FL
903,07/01/2023,36,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,35,36,10,14.0,35.0,Good,Miami,FL
904,07/02/2023,35,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,30,35,9,13.0,34.0,Good,Miami,FL
905,07/03/2023,39,PM2.5,KENDALL,12-086-0034,AQS,35,39,9,17.0,29.0,Good,Miami,FL
906,07/04/2023,72,PM2.5,HOMESTEAD FIRE STATION,12-086-6001,AQS,33,72,9,19.0,22.0,Moderate,Miami,FL
907,07/05/2023,87,PM2.5,HOMESTEAD FIRE STATION,12-086-6001,AQS,34,87,9,42.0,21.0,Moderate,Miami,FL
908,07/06/2023,62,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,33,62,6,40.0,29.0,Moderate,Miami,FL
909,07/07/2023,48,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,30,48,7,22.0,28.0,Good,Miami,FL
910,07/08/2023,54,PM2.5,HOMESTEAD FIRE STATION,12-086-6001,AQS,26,54,8,25.0,24.0,Moderate,Miami,FL
911,07/09/2023,60,PM2.5,HOMESTEAD FIRE STATION,12-086-6001,AQS,26,60,7,36.0,18.0,Moderate,Miami,FL
912,07/10/2023,72,PM2.5,KENDALL,12-086-0034,AQS,29,72,8,52.0,18.0,Moderate,Miami,FL
913,07/11/2023,73,PM2.5,Near Road - Fort Lauderdale,12-011-0035,AQS,36,73,8,53.0,30.0,Moderate,Miami,FL
914,07/12/2023,61,PM2.5,Lamstein Lane,12-099-0022,AQS,39,61,8,39.0,27.0,Moderate,Miami,FL
